top - 15:10:23 up 27 days, 12:51,  1 user,  load average: 8.91, 8.91, 9.00
Threads: 695 total,  12 running, 683 sleeping,   0 stopped,   0 zombie
%Cpu(s):  7.6 us,  0.7 sy,  0.0 ni, 91.4 id,  0.0 wa,  0.0 hi,  0.4 si,  0.0 st
KiB Mem : 26403688+total, 13389056+free, 46825504 used, 83320816 buff/cache
KiB Swap:  5996540 total,  5996540 free,        0 used. 21317566+avail Mem 

   PID USER      PR  NI    VIRT    RES    SHR S %CPU %MEM     TIME+ COMMAND
 41598 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.00 java
 43289 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   6:19.85 java
 44326 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   9:32.89 java
 44348 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   8:08.96 java
 44598 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   5:36.81 java
 56301 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   2:56.89 java
 56305 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   2:51.43 java
 56307 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   2:43.66 java
 56309 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   2:53.34 java
 56323 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   2:57.22 java
 85009 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   2:52.67 java
 90873 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  23:27.03 java
115663 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   2:36.57 java
115673 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   2:44.94 java
127487 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  22:48.59 java
127961 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  22:20.34 java
127962 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   9:35.24 java
128218 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   6:00.61 java
132269 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  22:38.46 java
132403 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  22:57.42 java
132404 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   9:37.81 java
132627 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   5:40.01 java
145782 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   2:53.30 java
145783 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   2:43.08 java
145802 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   2:53.02 java
146548 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   9:32.51 java
146705 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   6:08.99 java
156479 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   5:30.29 java
170118 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:01.58 java
175346 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   2:51.38 java
175347 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   2:50.61 java
175384 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   2:48.03 java
196241 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:01.04 java
196260 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:01.04 java
  8392 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   2:46.92 java
 34149 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   2:39.36 java
 62552 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   2:57.12 java
 88705 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   2:55.75 java
118229 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   2:48.73 java
131172 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:10.72 java
131249 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:10.64 java
131346 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:10.67 java
192990 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   8:14.75 java
 77725 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.79 java
 77738 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.90 java
111377 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   4:26.32 java
111381 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   6:12.42 java
111385 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  10:00.43 java
111389 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   9:39.20 java
111393 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  10:39.29 java
111397 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   8:31.09 java
111401 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   6:01.21 java
111402 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   6:10.85 java
111405 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   8:10.20 java
111407 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   4:29.09 java
130766 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:09.81 java
 75676 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:28.22 java
 22456 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:03.36 java
 32032 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:36.69 java
 32048 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:06.78 java
 61251 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:04.51 java
 61264 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:06.97 java
 90543 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:08.02 java
 90544 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:06.98 java
115511 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:05.88 java
115514 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:04.80 java
144591 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:05.15 java
144596 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:06.35 java
173552 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:04.20 java
173556 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:04.57 java
  6437 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:06.51 java
  6439 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:05.42 java
 37828 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:05.87 java
 37832 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:07.72 java
 67027 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:05.24 java
 67031 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:05.21 java
 92321 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:05.08 java
 92328 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:06.47 java
120960 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:07.13 java
120964 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:05.23 java
148036 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:05.51 java
148040 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:04.20 java
176465 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:08.68 java
176469 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:04.94 java
  9508 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:06.50 java
  9512 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:06.49 java
 38846 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:06.26 java
 38847 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:04.75 java
 67046 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:05.94 java
127518 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   3:05.47 java
179380 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.36 java
 38801 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.06 java
 45230 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.06 java
 45306 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.06 java
 45438 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.05 java
 45538 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.06 java
 45621 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.06 java
 45717 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.05 java
 47918 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.06 java
 47919 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.05 java
 48151 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.06 java
 48613 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.06 java
 49334 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.05 java
 49412 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.06 java
 49747 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.05 java
 50194 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.06 java
 50472 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.05 java
 50488 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.06 java
 51557 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.06 java
 51669 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.06 java
 51670 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.06 java
 52376 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.06 java
 52950 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.05 java
 53650 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.05 java
 53784 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.06 java
 54003 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.05 java
 10307 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.06 java
 16952 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.06 java
 17041 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.06 java
 17108 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.06 java
 17236 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.06 java
 17329 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.06 java
 17409 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.06 java
 17516 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.06 java
176237 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.06 java
176245 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.05 java
176246 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.06 java
176248 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.06 java
176250 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.05 java
176252 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.05 java
176253 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.05 java
176256 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.05 java
176257 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.05 java
176258 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.05 java
176263 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.05 java
176264 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.06 java
176265 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.05 java
186704 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.06 java
  3306 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4 110:01.20 java
 64555 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  32:39.24 java
 78860 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:32.55 java
 83151 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.00 java
 91496 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.05 java
100027 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.07 java
100028 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.05 java
121918 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.00 java
122032 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4 692:25.74 java
 82069 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  17:33.53 java
 77198 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.00 java
114582 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:05.16 java
127228 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.00 java
131768 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.00 java
 67020 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:09.26 java
 67335 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:01.05 java
133381 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:04.32 java
133685 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:01.23 java
 47952 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:01.63 java
 50454 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.33 java
 81324 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.00 java
159326 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:01.01 java
159332 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:04.75 java
160857 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.82 java
 87220 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   2:08.75 java
 87221 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   3:22.81 java
 87222 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   5:13.32 java
 87223 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   5:43.44 java
 87224 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   5:22.69 java
 87225 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   4:40.62 java
 87226 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   3:56.19 java
 87227 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   3:45.36 java
 87228 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   6:44.05 java
 87230 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   2:22.70 java
153240 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4 162:55.71 java
155903 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4 160:00.11 java
155906 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4 160:24.88 java
175019 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4 153:21.13 java
175022 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4 159:05.67 java
175058 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4 156:15.33 java
175061 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4 153:34.69 java
175068 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4 151:37.61 java
178585 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  37:10.16 java
178586 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  37:00.74 java
178587 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  34:40.61 java
193106 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  32:58.62 java
193108 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  36:34.16 java
193109 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  34:34.42 java
193117 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  33:09.61 java
193118 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  34:46.90 java
193123 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  32:27.63 java
193126 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  33:51.51 java
 29604 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.57 java
 34002 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  29:46.95 java
 34004 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  31:19.42 java
 34005 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  27:48.65 java
 47077 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:01.37 java
 54566 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.22 java
 78204 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.79 java
101902 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.72 java
146385 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.81 java
183305 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.13 java
186069 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:33.40 java
186070 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:32.03 java
186071 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:32.53 java
186072 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:32.29 java
186073 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:33.12 java
190735 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.94 java
190737 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.26 java
190741 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.50 java
 83309 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:39.47 java
 96879 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:41.25 java
110874 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:41.63 java
127356 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:39.27 java
142836 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:46.26 java
158700 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   1:20.02 java
174167 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   1:06.25 java
190939 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:43.47 java
 11248 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   1:29.83 java
 27932 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:34.76 java
 42014 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:39.12 java
 57845 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:31.98 java
 70496 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:36.23 java
 88366 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:41.94 java
106351 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:39.15 java
116895 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:43.64 java
117243 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   1:05.50 java
121881 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:48.14 java
138872 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:44.77 java
155388 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:52.75 java
171759 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:46.82 java
187008 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:34.09 java
188608 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:42.84 java
188815 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   1:20.85 java
  9235 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:51.24 java
 23609 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:38.14 java
 37209 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:31.20 java
 50350 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:37.20 java
 67240 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:42.98 java
 84490 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:41.58 java
 99786 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:40.31 java
116562 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:41.38 java
133216 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:44.64 java
150165 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:37.19 java
153752 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:42.38 java
154922 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:39.73 java
164121 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:30.37 java
165337 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:38.76 java
175955 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:31.67 java
179045 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:52.75 java
188362 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:34.81 java
  1732 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:43.96 java
  4865 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   1:06.49 java
 16770 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:40.28 java
 18872 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   1:26.40 java
 27430 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:39.32 java
 33229 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:39.82 java
 38306 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:41.39 java
 49382 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   1:28.95 java
 84860 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:34.85 java
 97927 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:25.38 java
 99056 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:36.04 java
 58713 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:38.31 java
 94949 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:20.90 java
103453 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:53.81 java
139280 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:29.75 java
177299 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:50.53 java
  5456 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:20.22 java
 47286 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:21.76 java
102952 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:18.41 java
124974 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:13.92 java
157309 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:31.09 java
182990 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:28.84 java
185029 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:15.64 java
186097 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:31.48 java
186201 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:18.39 java
188719 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:13.02 java
189085 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:43.93 java
190917 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:19.15 java
 37080 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.33 java
 39862 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  16:02.36 java
 39865 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  15:45.79 java
 39866 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  16:16.26 java
 39867 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  17:41.02 java
 39868 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  16:54.34 java
 39869 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  16:27.06 java
 39872 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  16:48.41 java
 39873 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  15:11.84 java
 39874 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  17:50.59 java
 46947 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  16:07.82 java
 46948 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  16:16.33 java
 61839 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  13:02.03 java
 61840 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  14:27.67 java
 61841 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  13:37.99 java
 61842 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  13:29.47 java
 61843 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  13:33.13 java
 61844 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  12:23.81 java
 61846 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  12:05.04 java
 61847 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  13:45.75 java
 61848 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  13:46.57 java
 61849 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  13:57.91 java
 61850 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  15:38.68 java
 61851 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  12:49.43 java
 61852 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  13:57.60 java
 61881 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  13:26.24 java
 61884 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  14:15.76 java
 61886 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4  15:00.57 java
 71651 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.03 java
 72002 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.09 java
 72172 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.30 java
 72245 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.66 java
 73387 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.08 java
 73388 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.27 java
 73802 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:00.35 java
 75448 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:33.23 java
 75485 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:15.73 java
 75486 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:51.06 java
 75507 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:23.85 java
 75602 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:15.78 java
 75645 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:14.82 java
 75646 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:49.85 java
 75737 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:56.53 java
 75777 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:14.02 java
 76118 jira      20   0 60.196g 0.038t 4.782g S  0.0 15.4   0:22.16 java
